text,Ground truth,TextBlob,BERT
Awesome game. it would be nice to have a log sheet of what skill upgrades you've chosen for each battle. And more gems fro each battle. I feel its not balanced. Thank you.,,,
Wish I could focus on more single ability upgrades during dungeons. I always seem to get what I need when it's to late.,,,
I love this game. It is very rewarding and there are no obtrusive ads unless you choose to watch one for rewards. I highly recommend.,,,
"Game has potential but very sloppily implemented. Forced team play but ""teammates"" leave the match before the button comes up and denies you your torch rewards. Not many US player, just toxic Asians and Russians.",,,
very nice game to play. but the level up system for weapon and equipment was very hard. hope can do some adjustments on that. other than that. nice game to play.,,,
"Doesn't load, just says under maintenance since launch. Save your time it's another ai generated money grab I'm sure... Just more access to devices is all. Steer clear Company has 1 app that doesn't work from launch and claiming world leading LAUGHABLE Edit; how do you contact in game when game will not load, developer? Seriously lame.",,,
this game is good but could get cleaned up a bit the watch a video option is on an almost consistent botch it makes me watch then I get no benifits even tho I just waited 90 seconds and for what normal rewards that I didn't need to wat h the video for after all?The game asthetically a good game tho spent hours playing4 of 5,,,
It's fun but if you don't get the best possible ability rolls you won't finish with full health. Wish everything was more viable.,,,
"The game looks and plays just as I saw on tik-tok, smooth game play and lots to do! My only complaint is I've been trying for a month to get a forest feather to no avail lol.",,,
At level 5 you will have to repeat it quite a few times in order to level up enough to pass it with a perfect. Unless you spend money,,,
great game. one minor improvement would be to use a font for co-op battle damage that makes it easier to compare the battle damage.,,,
"100% pay to win. Very disappointing. I've spent a lot of money, and just as I said you can't pass another level without buying more. Wish I could get back the 100 dollars I wasted.",,,
